geo_id,name,,,
1129,Mboula,,,
1194,Mbouma,,,
1195,Mboumama,,,
382,Mboy,,,
1196,Mboy,,,
1278,Médéa,,,
1086,Meheba,,,
1130,Meidougou,,,
1131,Meiganga,,,
1751,Melilla,,,
163,Melkadida Refugee Camp,,,
1444,Menaka,,,
1329,Mentao Refugee Camp,,,
1811,Meri,,,
682,Mexico (country),,,
631,Micronesia (Federated States of) (country),,,
1821,Middle Juba,,,
1824,Middle Shabelle,,,
150,Midyat,,,
1407,Miel (Ind. Reg.*),,,
936,Migina (Rural Area),,,
1132,Mikila,,,
1295,Mila,,,
1197,Mimbang,,,
1252,Minawao Camp,,,
1744,Mini,,,
1509,Minya,,,
323,Mirieyi,,,
1575,Misratah,,,
1766,Missan,,,
957,Mobayi Mbongo,,,
1198,Mobe,,,
193,Mogadishu,,,
1199,Moinam,,,
445,Moissala,,,
495,Mole (Outside of camp),,,
494,Mole Refugee Camp,,,
1731,Molise,,,
1200,Mombal,,,
1699,Mon State,,,
679,Monaco (country),,,
1776,Mongala,,,
687,Mongolia (country),,,
332,Mongula,,,
1480,Mono,,,
510,Montagnes,,,
511,Montagnes,,,
691,Montenegro (country),,,
571,Montserrado,,,
773,Montserrat,,,
1510,Monufia,,,
1438,Mopti,,,
292,Morobo,,,
688,Morocco (country),,,
1279,Mostaganem,,,
10000,Mosul,,,
100,Mount Lebanon,,,
107,Mount Lebanon,,,
1576,Mourzouq,,,
1468,Moxico,,,
472,Moyen-Chari,,,
1536,Moyen-Ogooué,,,
459,Moyo,,,
689,Mozambique (country),,,
862,Mtendeli,,,
1074,Mubende,,,
1081,Muchinga,,,
207,Mudug,,,
1022,Mugombwa,,,
937,Mulongwe (Rural Area),,,
1037,Muramvya,,,
1046,Musasa,,,
938,Musenyi (Rural Area),,,
939,Mutarule (Rural Area),,,
1767,Muthanna,,,
1038,Muyinga,,,
1039,Mwaro,,,
1071,Mwenga,,,
693,Myanmar (country),,,
1408,N Guel Kolo,,,
1241,N'Djamena,,,
1297,Naama,,,
283,Naandi,,,
1133,Nabemo,,,
187,Nairobi,,,
188,Nairobi,,,
27,Najaf,,,
839,Nakivale,,,
1810,Nambili,,,
1469,Namibe,,,
694,Namibia (country),,,
982,Nana-Grébizi,,,
971,Nana-Mambéré,,,
448,Nanabaria,,,
1201,Nandoungue,,,
1668,Nangarhar,,,
1620,Nasarawa,,,
1342,Nassoumbo,,,
702,Nauru (country),,,
1700,Naypyidaw Union Territory,,,
1202,Ndanga-Gandima,,,
408,Ndele,,,
1203,Ndélélé,,,
395,Ndjakone,,,
468,Ndjamena,,,
1204,Ndokayo,,,
441,Ndoubah Sah,,,
940,Ndunda (Rural Area),,,
863,Nduta,,,
1372,Néma,,,
695,Nepal (country),,,
696,Netherlands (country),,,
1511,New Valley,,,
703,New Zealand (country),,,
367,Ngam,,,
356,Ngaoui,,,
1134,Ngaoundal,,,
1135,Ngaoundere,,,
842,Ngara,,,
386,Ngari-singo,,,
1205,Ngarisingo,,,
1136,Ngassiri,,,
1137,Ngazi,,,
1244,Ngouboua,,,
1537,Ngounié,,,
1206,Ngoura,,,
1040,Ngozi,,,
1409,NGUELDAGOUME,,,
1207,Nguindi,,,
1138,Ngunbela,,,
1452,Niafounké,,,
1410,Niamey,,,
1053,Niari,,,
698,Nicaragua (country),,,
1621,Niger,,,
697,Niger (country),,,
699,Nigeria (country),,,
564,Nimba,,,
567,Nimba Communities,,,
1669,Nimruz,,,
30,Ninewa,,,
31,Ninewa Non-Camp Refugees,,,
251,Nip Nip,,,
700,Niue,,,
131,Nizip 1 Tent Camp,,,
133,Nizip 2 Container City,,,
1072,NMC Transit Center,,,
1312,Nord,,,
966,Nord-Kivu,,,
1775,Nord-Ubangi,,,
779,Norfolk Island,,,
392,North,,,
1713,North Aegean,,,
790,North America,,,
1546,North Bank,,,
793,North Eastern,,,
828,North Kordofan,,,
74,North Lebanon,,,
81,North Lebanon,,,
397,North Region,,,
1512,North Sinai,,,
1490,North-East District,,,
1491,North-West District,,,
1083,North-Western,,,
1554,Northern,,,
1082,Northern,,,
831,Northern,,,
987,Northern,,,
776,Northern Mariana Islands,,,
1531,Northern Red Sea,,,
802,Northern Region,,,
1089,Northwest,,,
701,Norway (country),,,
1365,Nouakchott,,,
627,Nouvelle Caledonie,,,
812,Nugaal,,,
1577,Nuqat al Khams,,,
1670,Nuristan,,,
1208,Nyabi,,,
1018,Nyabiheke,,,
1025,Nyagatare,,,
1139,Nyambaka,,,
941,Nyamutiri (Rural Area),,,
1538,Nyanga,,,
1023,Nyanza,,,
856,Nyarugusu Camp,,,
271,Nyeel,,,
320,Nyumanzi 1,,,
326,Nyumanzi RC,,,
1354,Nzérékoré Region,,,
1049,Obo et M'Boki,,,
337,Ocea,,,
791,Oceania,,,
1539,Ogooué-Ivindo,,,
1540,Ogooué-Lolo,,,
1541,Ogooué-Maritime,,,
1622,Ogun,,,
238,Okugo,,,
325,Olua,,,
704,Oman (country),,,
975,Ombella-MPoko,,,
1623,Ondo,,,
1283,Oran,,,
1592,Oriental,,,
967,Orientale,,,
840,Oruchinga,,,
139,Osmaniye,,,
140,Osmaniye Cevdetiye,,,
1624,Osun,,,
10005,Other,,,
10004,Other (Sub-Saharan Africa) (country),,,
1006,Ouaddaï,,,
1322,Ouagadougou,,,
978,Ouaka,,,
1282,Ouargla,,,
1481,Ouémé,,,
1245,Ouesso/Pokola,,,
972,Ouham,,,
976,Ouham-Pendé,,,
1209,Ouli,,,
1256,Oum el-Bouaghi,,,
1210,Oundjiki,,,
1140,Ouro Adde,,,
1211,Ouro Idje,,,
394,Ouro Souley,,,
1344,Oursi/Autres,,,
1343,Out of Camp Oudalan,,,
1337,Out of Camp Soum,,,
1835,Owdweyne,,,
1625,Oyo,,,
241,Pagak,,,
333,Pakelle,,,
705,Pakistan (country),,,
1671,Paktia,,,
1672,Paktika,,,
710,Palau (country),,,
248,Pamdong,,,
1212,Pana,,,
706,Panama (country),,,
1673,Panjshir,,,
404,Paoua,,,
711,Papua New Guinea (country),,,
707,Paraguay (country),,,
272,Pariang,,,
1674,Parwan,,,
1714,Peloponnese,,,
708,Peru (country),,,
1213,Petit Ngaoundéré,,,
709,Philippines (country),,,
1732,Piedmont,,,
784,Pitcairn Islands,,,
1626,Plateau,,,
1482,Plateau,,,
1313,Plateau-Central,,,
1057,Plateaux,,,
275,Pochalla,,,
484,Pointe Noire,,,
712,Poland (country),,,
1056,Pool,,,
1513,Port Said,,,
713,Portugal (country),,,
496,Province Oriental,,,
559,PTP Ref. Camp,,,
714,Puerto Rico,,,
237,Pugnido,,,
799,Pugnido II,,,
1689,Punjab (province) (پنجاب),,,
202,Puntland,,,
1768,Qadissiya,,,
1514,Qalyubia,,,
1847,Qandala,,,
1875,Qansax Dheere,,,
1848,Qardho,,,
715,Qatar (country),,,
1515,Qena,,,
1869,Qoryooley,,,
19,Qushtapa Camp,,,
1801,Raad,,,
1880,Rab Dhuure,,,
1593,Rabat-Salé-Kénitra,,,
97,Rachaya,,,
1701,Rakhine State,,,
1516,Red Sea,,,
1300,Relizane,,,
568,Relocation Villages,,,
263,Renk,,,
662,Republic of Korea (country),,,
680,Republic of Moldova (country),,,
123,Reyhanli,,,
336,Rhino Camp,,,
255,Rift Valley,,,
569,River Gee,,,
570,River Gee Communities,,,
1627,Rivers,,,
1141,Roblin,,,
1214,Roma,,,
716,Romania (country),,,
942,RP - Sange,,,
943,Rubenga (Rural Area),,,
1041,Rumonge,,,
944,Runingu (Rural Area),,,
945,Rusabagi (Rural Area),,,
346,Rushasha,,,
718,Russian Federation (country),,,
1042,Rutana,,,
1064,Rutshuru,,,
1043,Ruyigi,,,
834,Rwamwanja,,,
719,Rwanda (country),,,
946,Rwenena (Rural Area),,,
1889,Saakow,,,
1578,Sabha,,,
1870,Sablaale,,,
1142,Sabongari,,,
566,Saclepea Ref. Camp,,,
1702,Sagaing Region,,,
1314,Sahel,,,
87,Saida,,,
1272,Saïda,,,
783,Saint Helena,,,
731,Saint Kitts and Nevis (country),,,
667,Saint Lucia (country),,,
781,Saint Pierre et Miquelon,,,
757,Saint Vincent and the Grenadines (country),,,
1641,Saint-Louis,,,
1769,Salah al-Din,,,
470,Salamat,,,
471,Salamat,,,
1675,Samangan,,,
1215,Samba,,,
759,Samoa (country),,,
1756,Samos,,,
727,San Marino (country),,,
1825,Sanaag,,,
1216,Sandaye,,,
1217,Sandji I,,,
1218,Sandji II,,,
947,Sange (Rural Area),,,
1060,Sangha,,,
973,Sangha-Mbaéré,,,
1792,Sankuru,,,
134,Sanliurfa,,,
732,Sao Tome and Principe (country),,,
450,Saoyo,,,
1676,Sar-e Pol,,,
1733,Sardinia,,,
146,Saricam,,,
948,Sasira (Rural Area),,,
533,Sassandra Marahoue,,,
534,Sassandra Marahoue,,,
721,Saudi Arabia (country),,,
521,Savanes,,,
522,Savanes,,,
1800,Sayam Forage Refugee Camp,,,
949,Sebele (Rural Area),,,
1642,Sédhiou,,,
1437,Ségou,,,
723,Senegal (country),,,
722,Serbia (country),,,
1271,Sétif,,,
462,Settlement*,,,
297,Settlements in South Kordofan,,,
302,Settlements in White Nile,,,
724,Seychelles (country),,,
1703,Shan State,,,
1517,Sharqia,,,
175,Sheder Refugee Camp,,,
1836,Sheikh,,,
231,Sherkole,,,
1734,Sicily,,,
1274,Sidi Bel Abbes,,,
473,Sido,,,
726,Sierra Leone (country),,,
1355,Siguiri,,,
1436,Sikasso,,,
415,Sila,,,
1143,Simi,,,
1690,Sindh (province) (سندھ),,,
725,Singapore (country),,,
1579,Sirte,,,
1237,Site A,B,C,D
1238,Site A,B,C,D
1273,Skikda,,,
734,Slovakia (country),,,
735,Slovenia (country),,,
1219,Sodenou,,,
1220,Sodepa,,,
442,Soh,,,
1518,Sohag,,,
1628,Sokoto,,,
557,Solo Ref. Camp,,,
728,Solomon Islands (country),,,
800,Somali,,,
192,Somalia (country),,,
209,Somaliland,,,
1323,Somgandé,,,
1826,Sool,,,
1293,Souk Ahras,,,
1345,Soum/Autres,,,
86,Sour,,,
286,Source Yubu,,,
1144,Sourma,,,
1745,Sourou,,,
1318,Sourou/Autre,,,
1319,Sourou/Autres Sites,,,
1594,Souss-Massa,,,
1090,South,,,
1715,South Aegean,,,
717,South Africa (country),,,
792,South America,,,
199,South Central,,,
826,South Darfur,,,
296,South Kordofan,,,
85,South Lebanon,,,
89,South Lebanon,,,
1519,South Sinai,,,
259,South Sudan (country),,,
1492,South-East District,,,
950,South-Kivu,,,
1084,Southern,,,
985,Southern,,,
1532,Southern,,,
1493,Southern District,,,
1533,Southern Red Sea,,,
1091,Southwest,,,
729,Spain (country),,,
670,Sri Lanka (country),,,
911,Sud Kivu,,,
1315,Sud-Ouest,,,
1773,Sud-Ubangi,,,
295,Sudan (country),,,
1520,Suez,,,
12,Sulaymaniyah,,,
13,Sulaymaniyah Non-Camp,,,
733,Suriname (country),,,
780,Svalbard and Jan Mayen Islands,,,
736,Swaziland (country),,,
737,Sweden (country),,,
951,Swima (Rural Area),,,
738,Switzerland (country),,,
1758,Symi,,,
112,Syrian Arab Republic (country),,,
10001,Tabanovce,,,
1412,Tabareybarey (Camp) (Niger Nationals),,,
1411,Tabareybarey Refugee Camp,,,
1413,Tachemite,,,
67,Tafilah,,,
66,Tafilah Govenorate,,,
1366,Tagant,,,
742,Tajikistan (country),,,
1677,Takhar,,,
1839,Taleex,,,
1414,Tam,,,
1263,Tamanghasset,,,
1643,Tambacounda,,,
285,Tambura,,,
1009,Tandjilé,,,
1797,Tanganyka,,,
1595,Tanger-Tetouan-Al Hoceima,,,
1704,Tanintharyi Region,,,
1415,Tankademi,,,
217,Tanzania (United Republic of) (country),,,
1221,Tapare,,,
1629,Taraba,,,
1580,Tarhounah,,,
1878,Tayeeglow,,,
1417,Tazalite (Zone d'accueil)(Niger Nationals),,,
1416,Tazalite Hosting Area,,,
952,TC Monge Monge (Rural Area),,,
1418,Tchoukoudjani,,,
1432,Tchoukoutalia,,,
1264,Tébessa,,,
1447,Tessalit,,,
741,Thailand (country),,,
678,The former Yugoslav Republic of Macedonia (country),,,
1716,Thessaly,,,
1770,Thi-Qar,,,
1644,Thiès,,,
1266,Tiaret,,,
1010,Tibesti,,,
1419,Tibirgalene,,,
244,Tierkidi,,,
1420,Tigzefan (Ind. Reg.*),,,
1222,Tikolo,,,
1761,Tilos,,,
385,Timangolo,,,
1301,Timiaouine,,,
1302,Timiaouine Urban,,,
744,Timor-Leste (country),,,
1346,Tin-Hedja (hors camp),,,
1449,Tina,,,
1289,Tindouf,,,
1421,Tinfagat,,,
1294,Tipasa,,,
1367,Tiris Zemmour,,,
1290,Tissemsilt,,,
418,Tissi,,,
1267,Tizi Ouzou,,,
1265,Tlemcen,,,
1223,Tocktoyo,,,
1827,Togdheer,,,
745,Togo (country),,,
777,Tokelau,,,
1439,Tombouctou,,,
1453,Tombouctou,,,
746,Tonga (country),,,
232,Tongo,,,
1224,Tongo Gandima,,,
1236,Touboro,,,
1320,Tougan,,,
1422,Toumour,,,
1368,Trarza,,,
1736,Trentino-Alto Adige/Südtirol,,,
747,Trinidad and Tobago (country),,,
76,Tripoli,,,
1581,Tripoli (Tarabulus),,,
1777,Tshuapa,,,
1781,Tsopo,,,
748,Tunisia (country),,,
796,Turkana,,,
113,Turkey (country),,,
743,Turkmenistan (country),,,
740,Turks and Caicos Islands,,,
1735,Tuscany,,,
749,Tuvalu (country),,,
220,Uganda (country),,,
1470,Uíge,,,
751,Ukraine (country),,,
823,Um Sangor,,,
1737,Umbria,,,
750,United Arab Emirates (country),,,
634,United Kingdom (country),,,
753,United States of America (country),,,
774,United States Virgin Islands,,,
1555,Upper East,,,
1547,Upper River,,,
1556,Upper West,,,
1678,Urozgan,,,
752,Uruguay (country),,,
953,Uvira Center (Rural Area),,,
754,Uzbekistan (country),,,
981,Vakaga,,,
518,Vallee de Bandama,,,
519,Vallee de Bandama,,,
755,Vanuatu (country),,,
1740,Various,,,
1738,Veneto,,,
758,Venezuela (country),,,
730,Viet Nam (country),,,
368,Villages in Adamawa Region,,,
371,Villages in East and Adamaoua Regions,,,
387,Villages in East Region,,,
398,Villages in North Region,,,
10002,Vinojug,,,
138,Viransehir,,,
10003,Vizbegovo,,,
1557,Volta,,,
1879,Waajid,,,
992,Wadi Fira,,,
1065,Walikale,,,
782,Wallis and Futuna Islands,,,
1871,Wanla Weyn,,,
236,Wanthowa Woreda,,,
1771,Wassit,,,
1527,Wele-Nzas Province,,,
1092,West,,,
96,West Bekaa,,,
829,West Kordofan,,,
1548,Western,,,
1558,Western,,,
1085,Western,,,
986,Western,,,
1717,Western Greece,,,
1718,Western Macedonia,,,
224,Western Region,,,
760,Western Sahara (country),,,
301,White Nile,,,
1225,Wissambo,,,
1542,Woleu-Ntem,,,
211,Woqooyi Galbeed,,,
9999,World,,,
524,Woroba,,,
523,Wororba,,,
1226,Woumbou,,,
1854,Xarardheere,,,
1840,Xudun,,,
1876,Xudur,,,
1896,Yaaqshid,,,
1423,Yabal,,,
1582,Yafran,,,
357,Yamba,,,
531,Yamoussoukro,,,
1705,Yangon Region,,,
389,Yaounde,,,
366,Yarmbang,,,
121,Yayladagi Tekel,,,
122,Yayladagi Yibo,,,
293,Yei,,,
225,Yemen (country),,,
270,Yida,,,
1630,Yobe,,,
1679,Yobe,,,
378,Yokadouma,,,
1227,Yokosire,,,
1228,Yola,,,
265,Yusuf Batil,,,
53,Zaatari Refugee Camp,,,
1680,Zabul,,,
94,Zahle,,,
1471,Zaire,,,
761,Zambia (country),,,
1229,Zamboi,,,
1631,Zamfara,,,
1681,Zamfara,,,
527,Zanzan,,,
40,Zarqa,,,
39,Zarqa Governorate,,,
1230,Zembe Borongo,,,
406,Zemio,,,
1050,Zemio Camp,,,
1831,Zeylac,,,
80,Zgharta,,,
558,Ziah Ref. Camp,,,
1645,Ziguinchor,,,
762,Zimbabwe (country),,,
1583,Zliten,,,
1483,Zou,,,
